,Drug,#,%,(,),+,-,.,/,0,1,2,3,4,5,6,7,8,9,=,@,A,B,C,F,H,I,K,L,M,N,O,P,S,W,Z,[,\,],a,b,c,e,g,i,l,n,o,r,s,t,u,target
2683,N#Cc1ccccc1-c1ccc2ncnc(NC3CC3)c2c1,1,0,1,1,0,1,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0
2684,COc1cccc(Cn2c(=O)c(-c3ccc(F)cc3)nc3cnc(N4CCNCC4)nc32)c1,0,0,5,5,0,1,0,0,0,2,2,4,2,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,1
2685,CN(C)C(=O)c1ccc(-c2ccc3ncnc(NCCN4CCOCC4)c3c2)cc1,0,0,4,4,0,1,0,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0
2686,CCNc1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(C3CC3)c2n1,0,0,4,4,0,1,0,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,4,0,0,0,0,0,0
2687,COc1ccc(NC(=O)N2CC[C@@]3(CCCN(C(=O)c4cccc(F)c4)C3)C2)cc1,0,0,6,6,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2,2,0,0,11,1,0,0,0,0,0,3,3,0,0,0,0,1,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2688,Cc1cccc(CNc2ncnc3ccc(-c4cccnc4)cc23)c1,0,0,2,2,0,1,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,0,0
2689,CN(C)c1ncnc2ccc(-c3cccc(C#N)c3)cc12,1,0,3,3,0,1,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0
2690,CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(CCC#N)c2n1,1,0,4,4,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0
2691,Cn1c(=O)c(-c2ccc(F)cc2)nc2cnc(OCc3ccccc3)nc21,0,0,4,4,0,1,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0
2692,COc1ccccc1CN1CC[C@@]2(CCCN(C(=O)c3ccncc3)C2)C1,0,0,3,3,0,0,0,0,0,4,2,2,0,0,0,0,0,0,1,2,0,0,11,0,0,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,11,0,0,0,0,1,0,0,0,0,0,0
2693,O=C(c1ccncc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,0,0,3,3,0,0,0,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0
2694,CN(C)c1ncnc2ccc(-c3cccc(NS(C)(=O)=O)c3)cc12,0,0,5,5,0,1,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0
2695,Cc1nc2cnc(N3CCNCC3)nc2n(-c2ccccc2)c1=O,0,0,2,2,0,1,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0
2696,CN1CCN(c2ncc3nc(-c4ccc(Cl)cc4)c(=O)n(CCC#N)c3n2)CC1,1,0,5,5,0,1,0,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,4,0,0,0,0,0,0
2697,O=C(Nc1ccccc1)N1CCC2(CC1)CCN(C(=O)c1cnccn1)CC2,0,0,4,4,0,0,0,0,0,6,2,0,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0
2698,O=C(c1cnccn1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,0,0,4,4,0,0,0,0,0,4,2,4,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,0,0,0,0,0,1
2699,O=c1c(-c2ccc(F)cc2)nc2cnc(Oc3cccc(Cl)c3)nc2n1C1CC1,0,0,4,4,0,1,0,0,0,4,4,2,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,18,0,0,0,1,4,0,0,0,0,0,1
2700,Cc1noc(C)c1-c1nccc(N2CCNCC2)n1,0,0,2,2,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,0,0,0,0
2701,Cc1noc(C)c1-c1ccc2ncnc(N3CCC(C(=O)O)CC3)c2c1,0,0,4,4,0,1,0,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,1,0,0,0,0,0
2702,CN1CCCC2(CCN(C(=O)c3cnccn3)CC2)C1,0,0,3,3,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0
2703,COc1ccc(-c2nc3cnc(N4CCN(C)CC4)nc3n(CCC#N)c2=O)cc1,1,0,4,4,0,1,0,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0
2704,O=C(c1csnn1)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,0,0,4,4,0,0,0,0,0,8,2,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,1,0,0,0
2705,O=C(Nc1cccc(F)c1)N1CC2(CCN(C(=O)c3cnccn3)CC2)C1,0,0,5,5,0,0,0,0,0,4,2,2,0,0,0,0,0,0,2,0,0,0,9,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0
2706,COc1ccccc1CN1CC2(CCN(C(=O)c3ccncc3)CC2)C1,0,0,3,3,0,0,0,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0
2707,COc1cccc(Cn2c(=O)cnc3cnc(OCc4ccccc4)nc32)c1,0,0,3,3,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,0
2708,CN1CCC2(CC1)CCN(C(=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1)CC2,0,0,9,9,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,13,6,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2709,CN(C)c1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(Cc3ccc(F)cc3)c2n1,0,0,6,6,0,1,0,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,1,4,0,0,0,0,0,0
2710,CC(C)NC(=O)N1CCC2(CC1)CCN(C(=O)c1cccn1C)CC2,0,0,5,5,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0
2711,O=C(c1cccc(F)c1)N1CCC2(CCCN(c3cccc(-c4ccccc4)c3)C2)CC1,0,0,5,5,0,1,0,0,0,4,2,2,2,0,0,0,0,0,1,0,0,0,10,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1
2712,CN(C)c1ncc2nc(-c3ccc(F)cc3)c(=O)n(CCC#N)c2n1,1,0,5,5,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0
2713,CNc1ncncc1-c1c(C)noc1C,0,0,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,1,0,0,0,0,0
2714,CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(N4CCOCC4)c3c2)c1,0,0,4,4,0,1,0,0,0,2,2,2,2,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,0,0,0
2715,CN(C)c1ncc2nc(-c3ccccc3)c(=O)n(CCc3ccccc3)c2n1,0,0,4,4,0,1,0,0,0,2,2,4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,4,0,0,0,0,0,1
2716,COc1cccc(Cn2c(=O)c(C)nc3cnc(N(C)C)nc32)c1,0,0,5,5,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,1
2717,O=C(O)CCCCCn1c(SCC(=O)N2CCCC2)nc2ccsc2c1=O,0,0,3,3,0,0,0,0,0,2,4,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,1,0,0,0
2718,Cc1ccc(C)c(Cn2cnc3c(cnn3C(C)(C)C)c2=O)c1,0,0,5,5,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,1
2719,CCN1CCN(c2cc(=O)n(-c3cc(Cl)ccc3C)c(=O)[nH]2)CC1,0,0,5,5,0,1,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,8,0,1,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,10,0,0,0,1,2,0,0,0,0,0,0
2720,C=CCN=C1CC(C)(C)CC(=O)/C1=C(/O)CCC(=O)OC,0,0,5,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2721,Cc1ccc(NC(=O)Cn2cnc3c(cnn3C(C)(C)C)c2=O)cc1,0,0,5,5,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,0,1
2722,N#Cc1c(SCC(N)=O)nsc1SCc1ccccc1Cl,1,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,9,0,0,0,1,1,0,0,1,0,0,1
2723,O=C(NCc1n[nH]c(=S)n1-c1cccc(Cl)c1)c1ccc(S(=O)(=O)N2CCCC2)cc1,0,0,6,6,0,1,0,0,0,6,2,0,0,0,0,0,0,0,4,0,0,0,7,0,1,0,0,0,0,2,3,0,2,0,0,1,0,1,0,0,14,0,0,0,1,3,0,0,0,0,0,1
2724,O=C(CCCCn1c(=O)c2ccccc2n(CC(=O)NC2CCCC2)c1=O)NC1CCCC1,0,0,4,4,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,0,0,17,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,1
2725,CCOc1ccc2nc(C)cc(C(=O)O)c2c1,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0
2726,O=C1CC(c2ccc3c(c2)OCO3)Sc2nc3ccccc3n21,0,0,2,2,0,0,0,0,0,2,4,4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,0,0,0,1
2727,Cc1noc(NS(=O)(=O)c2ccc(N/C=C/C(=O)c3ccc4c(c3)OCO4)cc2)c1C,0,0,6,6,0,0,0,2,0,2,2,2,2,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,15,0,0,0,0,1,1,0,0,0,0,1
2728,Cc1ccc(-n2nc3c(c2NC(=O)c2cccs2)CSC3)cc1,0,0,3,3,0,1,0,0,0,2,4,2,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,13,0,0,0,0,2,0,0,1,0,0,1
2729,Cc1nc2ccccc2c(=O)n1-n1cnnc1,0,0,1,1,0,1,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0
2730,Cc1sc(NC(=O)c2ccco2)c(C(c2ccncc2)N2CCOCC2)c1C,0,0,4,4,0,0,0,0,0,2,6,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1,1,0,1,0,0,1
2731,COC(=O)c1ccc(OCC2c3cc(OC)c(OC)cc3CCN2C(=O)c2ccco2)cc1,0,0,5,5,0,0,0,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,1
2732,O=C(CCNS(=O)(=O)c1cccs1)N1CCc2ccccc2C1,0,0,3,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,0,0
2733,Cc1nonc1NC(=O)OCCN1CCOC1=O,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0
2734,O=C(NCc1ccccc1)c1cnc2n(c1=O)CCS2,0,0,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0
2735,Nc1cc(-c2nn[nH]n2)ccc1F,0,0,1,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,7,0,0,0,0,4,0,0,0,0,0,1
2736,CCCN(CCC)CCNC(=O)C1CCCN(S(=O)(=O)c2ccc3c(c2)oc(=O)n3C)C1,0,0,7,7,0,0,0,0,0,2,2,2,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0
2737,COc1ccc(S(=O)(=O)NC(CC(=O)NC2CCCC2)c2ccco2)cc1,0,0,5,5,0,0,0,0,0,2,4,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,1
2738,COc1ccccc1NC(=O)C1=C(C)Nc2nc(-c3ccc(N(C)C)cc3)nn2C1c1ccncc1,0,0,5,5,0,1,0,0,0,6,2,2,0,0,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,19,0,0,0,0,4,0,0,0,0,0,1
2739,CCCCN(C)Cc1c(C)[nH]c2ccc(Cl)cc2c1=O,0,0,3,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,8,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,9,0,0,0,1,1,0,0,0,0,0,0
2740,O=C(NCc1ccco1)c1ccc(N2CCCC2=O)cc1,0,0,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0
2741,COc1ccccc1-n1c(SCC(=O)Nc2ccccc2F)nc2[nH]ncc2c1=O,0,0,2,2,0,1,0,0,0,4,4,0,0,0,0,0,0,0,2,0,0,0,3,1,1,0,0,0,0,1,3,0,1,0,0,1,0,1,0,0,17,0,0,0,0,4,0,0,0,0,0,1
2742,CNC(=O)c1nnn(Cc2ccccc2)c1NC(=O)C(F)(F)F,0,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,5,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,1
2743,Cc1cc(NC(=O)NC(=O)c2ccc(F)cc2F)n[nH]1,0,0,4,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,3,2,1,0,0,0,0,2,2,0,0,0,0,1,0,1,0,0,9,0,0,0,0,2,0,0,0,0,0,0
2744,COc1ccc(C2/C(=C(/O)c3ccccc3)C(=O)C(=O)N2CC(C)O)c(OC)c1,0,0,7,7,0,0,0,2,0,2,2,2,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
2745,CN(C)c1ccc(NC(=O)CN2CCN(c3ccccc3F)CC2)cc1,0,0,4,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0,0,8,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1
2746,CCOC(=O)N1CCC(NC(=O)CCC(=O)N2CCOc3ccccc32)CC1,0,0,4,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2747,CCOC(=O)N1CCN(C(=O)c2ccc3nc(N4CCC(C)CC4)sc3c2)CC1,0,0,5,5,0,0,0,0,0,2,2,2,2,0,0,0,0,0,2,0,0,0,14,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,1,0,0,1
2748,CCCN1CCN(C(=O)CN2C(=O)CC(C)(C)S(=O)(=O)c3ccccc32)CC1,0,0,7,7,0,0,0,0,0,2,2,2,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2749,COc1ccc(NC(=O)CN2CCN(CC(=O)Nc3ccccc3Cl)CC2)cc1,0,0,4,4,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1
2750,NC(=O)C1(N2CCCCC2)CCN(C(=O)c2ccc(-n3cnnn3)cc2)CC1,0,0,5,5,0,1,0,0,0,2,4,2,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0
2751,O=C(CSc1nnc(Cc2cc(=O)[nH]c(=O)[nH]2)n1-c1ccccc1)N1CCCC1,0,0,4,4,0,1,0,0,0,6,2,0,0,0,0,0,0,0,3,0,0,0,7,0,2,0,0,0,0,1,3,0,1,0,0,2,0,2,0,0,12,0,0,0,0,5,0,0,0,0,0,0
2752,CN(CC(=O)NCc1ccc(F)cc1)S(=O)(=O)c1cccc2nsnc12,0,0,5,5,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,1,0,0,0
2753,Cc1ccc2c(c1)N(CCC(=O)NCc1cccnc1)C(=O)CO2,0,0,4,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1
2754,O=C1CN(C(=O)c2ccc(Br)o2)C(c2ccc(F)cc2)c2cc(Cl)ccc2N1,0,0,6,6,0,0,0,0,0,2,6,0,0,0,0,0,0,0,2,0,0,1,5,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,16,0,0,0,1,0,1,1,0,0,0,1
2755,COC(=O)NCC(c1cccnc1)N1CCN(c2ccccc2OC)CC1,0,0,3,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,0
2756,CC(NC(=O)OC1CCCCC1)N1C(=O)C2C3C=CC(C3)C2C1=O,0,0,4,4,0,0,0,0,0,4,2,2,0,0,0,0,0,0,4,0,0,0,18,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2757,Cc1nc2nc(SCC(=O)NCc3ccco3)nn2c(C)c1Cc1c(F)cccc1Cl,0,0,4,4,0,0,0,0,0,4,2,2,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,15,0,0,0,1,4,1,0,0,0,0,1
2758,O=C(CN1CCN(c2ccc(Cl)cc2)CC1)Nc1cccc(F)c1,0,0,4,4,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,7,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,1
2759,COCCCNC(=O)CCS(=O)(=O)Cc1ccc(C)cc1,0,0,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2760,CSc1nc2c(c(=O)[nH]1)C(c1ccncc1)C(C(=O)OC(C)C)=C(C)N2,0,0,7,7,0,0,0,0,0,4,2,0,0,0,0,0,0,0,3,0,0,0,9,0,1,0,0,0,0,1,3,0,1,0,0,1,0,1,0,0,9,0,0,0,0,3,0,0,0,0,0,1
2761,CN(Cc1ccco1)C(=O)C1CCC(=O)N1Cc1ccc(F)cc1,0,0,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,8,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0
2762,COc1ccc(NC(=O)N(C2CCCCC2)C(C)c2cccnc2)c(OC)c1,0,0,5,5,0,0,0,0,0,2,4,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,0,0,0,0,0,1
2763,CN1CCN(S(=O)(=O)c2ccc3[nH]cc(C(=O)O)c(=O)c3c2)CC1,0,0,6,6,0,0,0,0,0,2,2,2,0,0,0,0,0,0,4,0,0,0,6,0,1,0,0,0,0,2,5,0,1,0,0,1,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,0
2764,COCCCN=CC1=C(O)CC(C)(C)CC1=O,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2765,CCOC(=O)C1CCCN(C(=O)c2sc3nc(-c4ccc(OC)cc4)cn3c2C)C1,0,0,5,5,0,1,0,0,0,2,2,2,2,0,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,11,0,0,0,0,2,0,0,1,0,0,1
2766,O=C1C2CCC(C(O)C2)N1Cc1ccccc1,0,0,2,2,0,0,0,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2767,COC(=O)C1=C(C)OC(N)=C(C#N)C1C1CCCCC1,1,0,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2768,CC(=O)Nc1ccc(S(=O)(=O)NCC2CCC(C(=O)NCCC(C)C)CC2)cc1,0,0,7,7,0,0,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,15,0,0,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2769,CC1CCCN(CCCNC(=O)C2CC(=O)N(c3ccc(F)c(Cl)c3)C2)C1,0,0,6,6,0,0,0,0,0,2,2,2,0,0,0,0,0,0,2,0,0,0,15,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0
2770,CCN1CCN(CCCNC(=O)c2cc3cc4ccc(OC)cc4nc3o2)CC1,0,0,3,3,0,0,0,0,0,2,2,2,2,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1,1,0,0,0,0,0
2771,CCOc1ccc2nc(NC(=O)c3ccc(S(=O)(=O)N4CCOCC4)cc3)sc2c1,0,0,5,5,0,0,0,0,0,2,2,2,2,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,1,0,0,1
2772,CCN(CC)S(=O)(=O)c1ccc(C(=O)Nc2ncn(Cc3ccccc3)n2)cc1,0,0,6,6,0,0,0,0,0,2,2,2,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,1
2773,CCOc1ccc(-n2c(=O)[nH]cc(C(=O)N3CCCc4ccccc43)c2=O)cc1,0,0,4,4,0,1,0,0,0,2,2,2,2,0,0,0,0,0,3,0,0,0,6,0,1,0,0,0,0,1,4,0,0,0,0,1,0,1,0,0,16,0,0,0,0,2,0,0,0,0,0,1
